"ESTJ	Tell me what ESTJ stereotypes you have heard of. This is in no way an attack on ESTJ's. This thread just gives awareness to the stereotypes of the ESTJ personality.",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	Here is my list of ESTJ stereotypes..",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	1.) Does not question the law",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	2.) Conservative",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	3.) Bullies",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	4.) Unprogressive",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	5.) Paranoid",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	6.) Bias towards their own beliefs",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	7.) Critical of others",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	8.) Strict",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	9.) Boring",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	10.) Direct and truthful when communicating with others.",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	Will elbow you in the face", and leave a bigger mark on your face then their elbow.,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	Seriously. I saw what my sister did to her 6'0' 210lb boyfriend.  Scary as ****.If they think you're being cheap"," they call you out in front of all your friends.My sister's friend was ""stingy"" and in the middle of the bar chewed the poor girl out until she cried and ran out.They make sure that you know what they are doing", and how great they are.'nough said.,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	They are good people though.  my sister is nuts too. (function(w",d,s,i){w.ldAdInit=w.ldAdInit||[];w.ldAdInit.push({slot:8275656534393447,size:[0, 0],"id:""ld-3255-8133""});if(!d.getElementById(i)){var j=d.createElement(s)","p=d.getElementsByTagName(s)[0];j.async=true;j.src=""//cdn2.lockerdome.com/_js/ajs.js"";j.id=i;p.parentNode.insertBefore(j",p);}})(window,document,script,ld-ajs);,,,,,,,,,,,,,,,
"ESTJ	Originally Posted by avalanche183   Will elbow you in the face", and leave a bigger mark on your face then their elbow.,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	Seriously. I saw what my sister did to her 6'0' 210lb boyfriend.  Scary as ****.If they think you're being cheap"," they call you out in front of all your friends.My sister's friend was ""stingy"" and in the middle of the bar chewed the poor girl out until she cried and ran out.They make sure that you know what they are doing", and how great they are.'nough said.,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	They are good people though.  my sister is nuts too.    Are you making stereotypes or truths?",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	Originally Posted by TreeBob   Are you making stereotypes or truths?    ",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	True", I suppose I should share more from my ESTJ friend huh.  Lol,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	My friend got pissed at her boyfriend for being stupid(another big boyfriend 5'11' 190ish) swung at him", punched a hole in the wall...,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	My co-worker ESTJ slapped people outside of work that she could not stand when they would say something stupid.",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	My friend(from above", same one) definitely chews people out she gets annoyed with.. in front of everyone.  Two of my guy friends are freaked out by her/hate her now.,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	And all of them.. make sure to tell people how great they are :)  ",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	Just some common stuff I saw between them.  Possibly just truths though.",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	Originally Posted by avalanche183   True", I suppose I should share more from my ESTJ friend huh.  Lol,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	My friend got pissed at her boyfriend for being stupid(another big boyfriend 5'11' 190ish) swung at him", punched a hole in the wall...,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	My co-worker ESTJ slapped people outside of work that she could not stand when they would say something stupid.",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	My friend(from above", same one) definitely chews people out she gets annoyed with.. in front of everyone.  Two of my guy friends are freaked out by her/hate her now.,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	And all of them.. make sure to tell people how great they are :)  ",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	Just some common stuff I saw between them.  Possibly just truths though.     I really just can't see ESTJ's being violent. They must be terribly immature.",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	ESTJ's are probably the most matured out of all the types.",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	Originally Posted by Lance   ESTJ's are probably the most matured out of all the types.    on what basis do you think they're ""the most matured""? I'm curious for your reasoning.",,,,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	I had an ESTJ boss loudly yell at me in front of customers/ fellow employees when I went out of my way to help a fellow co-worker", who was overloaded with work.  Apparently, I wasn't supposed to help anyone,  just stay in my section even if I had nothing to do. It was my first day and I went into the back room and cried.,,,,,,,,,,,,,,,,,,,,,,,
"ESTJ	Originally Posted by Charlie   on what basis??  ",,,,,,,,,,,,,,,,,,,,,,,,,,
